,Proj_name,No_of_msgs,No_of_unq_users,frac_neg,frac_neu,frac_pos,mean_sentiment
0,Cogent_crypto,234,59,0.10256410256410256,0.5170940170940171,0.3803418803418803,0.2777777777777778
1,Blocksmith_labs,14689,3159,0.11525631424875757,0.6044659268840629,0.28027775886717954,0.16502144461842194
